XscanNumber_YscanNumber,Type,BCID,xsec,xsecErr,SBIL,SBILErr,Leading
1_2,XY,1736,291.6050761,0.565921348,3.320138549,0.007505505,0
1_2,XY,1737,292.9534495,0.590802448,3.152475271,0.007427713,0
1_2,XY,1738,292.735263,0.527747047,3.267002447,0.006725889,0
1_2,XY,1739,293.2639031,0.514588087,3.326713925,0.006691898,0
1_2,XY,1744,295.5833799,0.691103201,3.144407495,0.008335124,1
1_2,XY,1745,291.7771512,0.511337495,3.262734922,0.006450026,0
1_2,XY,1746,291.2601181,0.534643216,3.15896302,0.006481809,0
1_2,XY,1747,292.7412406,0.529231318,3.16037293,0.006483198,0
1_2,XY,1748,291.6877727,0.505660023,3.35260683,0.006757831,0
1_2,XY,1749,292.2763158,0.523152968,3.203573219,0.006561277,0
1_2,XY,1750,291.2434331,0.560241999,3.272174514,0.007497748,0
1_2,XY,1751,292.1963459,0.537251726,3.359502035,0.006938468,0
1_2,XY,1756,294.8495154,0.571440897,3.182099808,0.007404258,1
1_2,XY,1757,294.3505548,0.579691912,3.256131949,0.007771205,0
1_2,XY,1758,292.4383992,0.502553963,3.245431558,0.006563678,0
1_2,XY,1759,292.2247587,0.644502965,3.209964308,0.008107206,0
1_2,XY,1760,292.4946215,0.570187823,3.16792824,0.007362248,0
1_2,XY,1761,292.0823402,0.546805034,3.024838815,0.00653141,0
1_2,XY,1762,292.674079,0.513838684,3.070078499,0.005956373,0
1_2,XY,1763,293.0412806,0.601716424,3.100865794,0.007259893,0
1_2,XY,1771,293.0338213,0.651952439,2.916568139,0.007535621,1
1_2,XY,1772,291.7999152,0.640075055,3.09242634,0.007688439,0
1_2,XY,1773,291.826834,0.686938908,3.165199362,0.008485062,0
1_2,XY,1774,293.0985259,0.558675157,3.237559321,0.007300574,0
1_2,XY,1775,293.4251217,0.600975478,3.071207751,0.00710086,0
1_2,XY,1776,292.587758,0.61427002,3.079259692,0.007378956,0
1_2,XY,1777,292.1870534,0.652661054,3.119914072,0.00812111,0
1_2,XY,1778,292.7237977,0.636973797,3.239397755,0.008089995,0
1_2,XY,1783,295.1789797,0.593192901,3.181061543,0.007539809,1
1_2,XY,1784,291.9155618,0.631223953,3.277764174,0.008028386,0
1_2,XY,1785,293.0035236,0.61957272,3.310181602,0.008133472,0
1_2,XY,1786,292.054609,0.579243531,3.219432732,0.007509618,0
1_2,XY,1787,292.5507571,0.59025664,3.189595276,0.007108954,0
1_2,XY,1788,291.8633848,0.600447383,3.048772018,0.007195766,0
1_2,XY,1789,292.5412267,0.604210262,3.167274346,0.007673717,0
1_2,XY,1790,291.7924152,0.54905969,3.222412786,0.007001089,0
1_2,XY,1795,293.6463848,0.665413481,2.913853019,0.007548747,1
1_2,XY,1796,291.935192,0.550201818,3.044706254,0.006333114,0
1_2,XY,1797,290.7048485,0.539800421,3.001420618,0.006661779,0
1_2,XY,1798,292.2651389,0.593135753,2.985152494,0.007112924,0
1_2,XY,1799,293.5108183,0.612041427,3.123803992,0.007745451,0
1_2,XY,1800,292.3096762,0.648757284,2.998632721,0.007730282,0
1_2,XY,1801,292.1442199,0.720138349,3.020452611,0.008477383,0
1_2,XY,1802,293.3770684,0.535914893,3.103138043,0.006202983,0
1_2,XY,1807,291.8601341,0.667225778,3.147801502,0.008283265,1
1_2,XY,1808,292.2998454,0.613550293,3.242290041,0.007735863,0
1_2,XY,1809,291.5149315,0.562087619,3.256276378,0.007445292,0
1_2,XY,1810,291.9142415,0.622500399,3.141084605,0.007667825,0
1_2,XY,1811,292.3531439,0.638506007,3.180422196,0.007703708,0
1_2,XY,1812,292.0249529,0.608787062,3.05700962,0.007243849,0
1_2,XY,1813,293.3040134,0.603444966,3.107748224,0.007348239,0
1_2,XY,1814,292.8802222,0.686305004,3.132515777,0.008646301,0
1_2,XY,1822,293.7195945,0.686871731,2.902158671,0.007885825,1
1_2,XY,1823,291.3331233,0.589973429,3.121667296,0.007401873,0
1_2,XY,1824,290.5627243,0.601319475,3.191197855,0.007949436,0
1_2,XY,1825,291.7366876,0.579191355,3.266413627,0.007491457,0
1_2,XY,1826,292.2038206,0.471436295,3.022736579,0.005659923,0
1_2,XY,1827,291.4869712,0.650771317,3.040900413,0.007527574,0
1_2,XY,1828,291.7525495,0.606019005,3.111210755,0.00736116,0
1_2,XY,1829,292.3882098,0.746932234,3.285785741,0.009542979,0
1_2,XY,1834,293.6568872,0.626800749,3.034430642,0.007492142,1
1_2,XY,1835,291.0487195,0.638975582,3.212822263,0.00807276,0
1_2,XY,1836,292.2352745,0.526546949,3.26384291,0.00700956,0
1_2,XY,1837,291.6156528,0.514388863,3.19543416,0.006558657,0
1_2,XY,1838,292.8669486,0.614811645,3.136998085,0.007625757,0
1_2,XY,1839,291.2235211,0.482212394,2.985674599,0.005607065,0
1_2,XY,1840,290.4995464,0.551108444,3.125571005,0.00686128,0
1_2,XY,1841,292.6705007,0.580521711,3.156542403,0.007191293,0
1_2,XY,1846,294.5149586,0.632835553,2.76935972,0.006817582,1
1_2,XY,1847,290.3409522,0.732147166,2.945921576,0.008416293,0
1_2,XY,1848,290.7498128,0.524261875,3.017202572,0.006183741,0
1_2,XY,1849,291.6246085,0.539539913,2.952054444,0.006391643,0
1_2,XY,1850,291.8084384,0.528411619,3.006820601,0.006365433,0
1_2,XY,1851,290.0079771,0.508041407,2.871090325,0.005951206,0
1_2,XY,1852,292.2791557,0.571767385,3.018578919,0.006872783,0
1_2,XY,1853,292.0811959,0.599039974,3.092179001,0.00737894,0
1_2,XY,1858,293.3796327,0.636529542,2.948408483,0.007085118,1
1_2,XY,1859,291.8119437,0.703874351,3.163559998,0.008637445,0
1_2,XY,1860,290.8190828,0.637407523,3.159412769,0.007916306,0
1_2,XY,1861,291.9266419,0.696638724,3.121371957,0.00878579,0
1_2,XY,1862,291.940566,0.709397413,3.115495051,0.008577698,0
1_2,XY,1863,291.5027203,0.70871274,3.007634018,0.008180132,0
1_2,XY,1864,292.3148833,0.546520757,3.112866417,0.006811902,0
1_2,XY,1865,292.6053588,0.632248278,3.10238714,0.007740034,0
1_2,XY,1897,293.6138686,0.594203183,3.374350724,0.00764229,1
1_2,XY,1898,291.2767779,0.474669068,3.432178422,0.006419696,0
1_2,XY,1899,291.0706707,0.604594161,3.556073041,0.008594796,0
1_2,XY,1900,292.332745,0.583853499,3.578413678,0.008298346,0
1_2,XY,1901,292.696813,0.526757842,3.241487899,0.006725428,0
1_2,XY,1902,291.7895926,0.620812975,3.270570158,0.008041335,0
1_2,XY,1903,291.6593115,0.546946205,3.322675949,0.007250061,0
1_2,XY,1904,292.997185,0.532098566,3.445401561,0.007406168,0
1_2,XY,1909,292.712702,0.565533252,3.293638113,0.007150102,1
1_2,XY,1910,291.5607133,0.52585,3.343128457,0.007428433,0
1_2,XY,1911,292.7185637,0.678220586,3.30498521,0.008785326,0
1_2,XY,1912,292.3781763,0.583253952,3.302632413,0.007580495,0
1_2,XY,1913,292.1495936,0.492402827,3.306237456,0.006467068,0
1_2,XY,1914,292.8757964,0.543139954,3.197312399,0.00679252,0
1_2,XY,1915,293.0603511,0.617902664,3.291788591,0.008292655,0
1_2,XY,1916,293.5181546,0.70644197,3.342230901,0.009237321,0
1_2,XY,1921,294.7294548,0.582657589,3.089687854,0.006997105,1
1_2,XY,1922,293.209751,0.475921202,3.181075271,0.006141876,0
1_2,XY,1923,291.6660882,0.583832896,3.235503425,0.007327746,0
1_2,XY,1924,292.0744782,0.553108758,3.160106273,0.006835516,0
1_2,XY,1925,291.4909831,0.599712682,3.185451667,0.007377119,0
1_2,XY,1926,291.7286664,0.696528397,3.052673468,0.008600069,0
1_2,XY,1927,291.9122686,0.616288028,3.206981857,0.00785024,0
1_2,XY,1928,291.2827513,0.538686874,3.268837137,0.00711366,0
1_2,XY,1933,294.7105594,0.783686335,3.199039177,0.009960704,1
1_2,XY,1934,293.0704841,0.574938145,3.253216814,0.007534434,0
1_2,XY,1935,291.8017772,0.588727412,3.189146861,0.007556734,0
1_2,XY,1936,292.5371643,0.583593098,3.14558123,0.007204244,0
1_2,XY,1937,293.1829923,0.555831877,3.075195579,0.006730658,0
1_2,XY,1938,291.8755948,0.512839454,2.979890946,0.005899791,0
1_2,XY,1939,292.7106909,0.668640211,3.04085749,0.008022695,0
1_2,XY,1940,292.3733098,0.571740707,3.076021738,0.007024686,0
1_2,XY,1948,293.4221678,0.466875586,2.922851706,0.005632729,1
1_2,XY,1949,291.7044465,0.719046716,3.200402202,0.009219177,0
1_2,XY,1950,291.0303141,0.599872324,3.222983267,0.007553682,0
1_2,XY,1951,292.8919922,0.59105218,3.2292145,0.007630701,0
1_2,XY,1952,293.3254859,0.768991255,3.108178387,0.009033912,0
1_2,XY,1953,292.7072754,0.597620063,3.115407027,0.007405526,0
1_2,XY,1954,292.9073979,0.650738715,3.068380443,0.007699692,0
1_2,XY,1955,292.9012713,0.651306773,3.166326375,0.008048667,0
1_2,XY,1960,294.1678903,0.553656846,3.14963516,0.006786525,1
1_2,XY,1961,292.6094766,0.598866573,3.240916407,0.007416102,0
1_2,XY,1962,291.5015434,0.613428469,3.229611468,0.00772,0
1_2,XY,1963,292.6476088,0.433181823,3.10033924,0.00516011,0
1_2,XY,1964,292.758049,0.601648735,3.307774039,0.008013581,0
1_2,XY,1965,292.2551509,0.73445934,3.074899022,0.00901868,0
1_2,XY,1966,292.4786597,0.573322168,3.153514988,0.007158255,0
1_2,XY,1967,292.3797965,0.664964259,3.12588036,0.00835186,0
1_2,XY,1972,292.7794391,0.698812841,2.890049992,0.007808581,1
1_2,XY,1973,290.9799483,0.613609685,2.993512099,0.007470751,0
1_2,XY,1974,291.7392855,0.631764115,3.015243828,0.007579036,0
1_2,XY,1975,292.3115381,0.556613787,2.907762987,0.006436313,0
1_2,XY,1976,293.8280009,0.515301201,3.105801767,0.006380586,0
1_2,XY,1977,292.3376622,0.57053438,3.009514425,0.006767921,0
1_2,XY,1978,292.8506576,0.607599532,3.076965188,0.007443351,0
1_2,XY,1979,292.9698866,0.5391558,3.064151956,0.006307029,0
1_2,XY,1984,293.7062414,0.658463614,3.116909458,0.00808094,1
1_2,XY,1985,292.2340719,0.590120307,3.204689533,0.007408713,0
1_2,XY,1986,291.9134037,0.668556301,3.18857925,0.008445114,0
1_2,XY,1987,291.6988385,0.507560551,3.050268703,0.006229372,0
1_2,XY,1988,290.9133886,0.660577034,3.219051131,0.008585499,0
1_2,XY,1989,292.2341679,0.630970511,3.058883287,0.00776907,0
1_2,XY,1990,292.9260688,0.548320579,3.02589727,0.006526003,0
1_2,XY,1991,293.5628536,0.557249491,2.995197014,0.006830211,0
1_2,XY,1999,292.8017218,0.719059443,2.93861279,0.008106496,1
1_2,XY,2000,291.2424829,0.628634903,3.158359475,0.0077272,0
1_2,XY,2001,290.794066,0.634122903,3.203994149,0.008274663,0
1_2,XY,2002,292.6458698,0.764463827,3.241904662,0.010207089,0
1_2,XY,2003,292.5634226,0.598872892,2.967022835,0.007142392,0
1_2,XY,2004,291.7184169,0.722182537,2.953671971,0.00877899,0
1_2,XY,2005,291.8615662,0.663277106,3.018393017,0.007634611,0
1_2,XY,2006,292.0436594,0.602711695,3.218725885,0.007667819,0
1_2,XY,2011,293.2953775,0.498503002,3.03351375,0.006058676,1
1_2,XY,2012,291.7469168,0.57530906,3.166207476,0.00719176,0
1_2,XY,2013,291.8418456,0.657266817,3.176769846,0.008342316,0
1_2,XY,2014,292.1337219,0.679069,3.146459274,0.008732284,0
1_2,XY,2015,290.6356116,0.667720169,3.080193296,0.008205226,0
1_2,XY,2016,291.4679769,0.603114377,2.935032432,0.007082873,0
1_2,XY,2017,292.0264897,0.733036537,3.015533027,0.008706825,0
1_2,XY,2018,292.0572846,0.647321,3.111076991,0.00790304,0
1_2,XY,2023,293.1015947,0.643276964,2.753975845,0.007354438,1
1_2,XY,2024,291.4068711,0.618957736,2.903632611,0.007207664,0
1_2,XY,2025,291.4318582,0.654280599,2.928803773,0.007634422,0
1_2,XY,2026,291.4998807,0.718790599,2.895659327,0.00852871,0
1_2,XY,2027,291.6136617,0.587791177,2.968689881,0.007118029,0
1_2,XY,2028,290.200517,0.665604078,2.845885065,0.007392161,0
1_2,XY,2029,292.322024,0.633746961,2.972151044,0.007419378,0
1_2,XY,2030,291.4968449,0.673180953,3.087349824,0.008235301,0
1_2,XY,2035,293.1046075,0.723726083,2.952787289,0.008483912,1
1_2,XY,2036,292.6207113,0.563245574,3.073261078,0.006746048,0
1_2,XY,2037,291.9155518,0.617990324,3.143452337,0.007354876,0
1_2,XY,2038,291.4636775,0.616355743,3.070539276,0.007510482,0
1_2,XY,2039,291.9457639,0.611857776,3.078532413,0.007545898,0
1_2,XY,2040,291.1377998,0.504587692,2.920320574,0.006034415,0
1_2,XY,2041,291.5241165,0.505354296,3.02884952,0.006029851,0
1_2,XY,2042,292.1253399,0.583803033,3.079347964,0.00699885,0
1_2,XY,2050,291.7495496,0.556384135,2.80935795,0.00628751,1
1_2,XY,2051,291.1211351,0.576374627,2.991898217,0.006814504,0
1_2,XY,2052,291.8772198,0.654842919,3.073843744,0.007889004,0
1_2,XY,2053,292.7262624,0.567834859,3.121746327,0.006831109,0
1_2,XY,2054,291.5526193,0.591460879,2.964507179,0.006694469,0
1_2,XY,2055,292.5905372,0.597957456,2.979871533,0.007075493,0
1_2,XY,2056,292.2861547,0.6196366,3.000664421,0.007310456,0
1_2,XY,2057,291.9424849,0.692799366,3.151036505,0.008871435,0
1_2,XY,2062,293.5557516,0.655396703,2.948232062,0.007800533,1
1_2,XY,2063,291.3494414,0.67472203,3.085574424,0.008273583,0
1_2,XY,2064,290.5321464,0.639755364,3.060887537,0.007433253,0
1_2,XY,2065,292.0926626,0.60953474,3.056268938,0.007679296,0
1_2,XY,2066,291.7558873,0.593846868,3.027212825,0.007252839,0
1_2,XY,2067,291.1643372,0.557479774,2.907499795,0.006586779,0
1_2,XY,2068,292.578864,0.552268046,3.014075228,0.006523559,0
1_2,XY,2069,291.3988512,0.533742511,3.084949681,0.006652264,0
1_2,XY,2074,292.1356131,0.687631079,2.803923584,0.007445175,1
1_2,XY,2075,291.4980255,0.630448876,2.933422381,0.007550721,0
1_2,XY,2076,290.3165006,0.713072545,3.013976325,0.008403101,0
1_2,XY,2077,292.3050839,0.661124247,2.920975763,0.007679672,0
1_2,XY,2078,291.3788985,0.695186366,2.899808009,0.008157396,0
1_2,XY,2079,291.077465,0.625513769,2.802344826,0.00706844,0
1_2,XY,2080,293.3772415,0.724367077,2.881300397,0.008484377,0
1_2,XY,2081,291.1972429,0.647030792,2.979111079,0.007640315,0
1_2,XY,2086,293.8011902,0.667930249,2.925258373,0.007461536,1
1_2,XY,2087,290.5574926,0.573514381,3.106187048,0.006996224,0
1_2,XY,2088,290.9088158,0.696698934,3.09835466,0.008448652,0
1_2,XY,2089,291.6491596,0.671648888,3.04590657,0.008047122,0
1_2,XY,2090,292.397483,0.631482436,3.097183344,0.007289203,0
1_2,XY,2091,291.6780092,0.759269074,2.966661393,0.008854437,0
1_2,XY,2092,291.063226,0.624496509,3.051151267,0.007770437,0
1_2,XY,2093,292.5487727,0.439005346,3.126349089,0.005336977,0
1_2,XY,2125,294.8582149,0.454829546,3.346065641,0.005969788,1
1_2,XY,2126,290.4919686,0.581770345,3.394497941,0.00816309,0
1_2,XY,2127,293.055065,0.499910348,3.48242415,0.007015023,0
1_2,XY,2128,292.3198817,0.561059816,3.529427358,0.007945504,0
1_2,XY,2129,292.5295436,0.51857391,3.316008977,0.006577804,0
1_2,XY,2130,292.284106,0.551240168,3.30694393,0.00707935,0
1_2,XY,2131,291.5117458,0.687608957,3.318451079,0.009127913,0
1_2,XY,2132,292.3290796,0.593267467,3.47095712,0.008351526,0
1_2,XY,2137,294.8035159,0.69550439,3.319364908,0.009176604,1
1_2,XY,2138,291.2116007,0.554427823,3.341741188,0.007329774,0
1_2,XY,2139,292.456647,0.59931308,3.392449966,0.00832779,0
1_2,XY,2140,293.2184976,0.589611663,3.314949157,0.007613905,0
1_2,XY,2141,292.9206289,0.605320093,3.305367026,0.007742869,0
1_2,XY,2142,292.1015813,0.644422304,3.200018234,0.008446379,0
1_2,XY,2143,292.3432042,0.519240078,3.35652204,0.006866596,0
1_2,XY,2144,293.1790681,0.565619757,3.361265558,0.007342581,0
1_2,XY,2149,293.2720836,0.631310109,3.135038531,0.007746844,1
1_2,XY,2150,291.8562025,0.664389342,3.223732468,0.008326634,0
1_2,XY,2151,292.0153528,0.581817668,3.210358806,0.007333324,0
1_2,XY,2152,292.3947995,0.724088173,3.165045031,0.009017182,0
1_2,XY,2153,291.8560669,0.534495543,3.088884959,0.006454923,0
1_2,XY,2154,291.4185442,0.603810683,3.025382694,0.007211963,0
1_2,XY,2155,291.9009424,0.589285124,3.16263074,0.007541756,0
1_2,XY,2156,292.7165433,0.590470882,3.218207844,0.007432888,0
1_2,XY,2161,294.1097332,0.715237684,3.180257184,0.009010708,1
1_2,XY,2162,292.4105516,0.690324251,3.218395161,0.008867246,0
1_2,XY,2163,291.6212737,0.712857886,3.17995667,0.008915934,0
1_2,XY,2164,291.5327188,0.52112495,3.117337763,0.006467291,0
1_2,XY,2165,290.9323005,0.693628247,3.118391743,0.008453823,0
1_2,XY,2166,291.5445801,0.477368487,3.06327427,0.0058531,0
1_2,XY,2167,293.19882,0.743202717,3.076002196,0.009222494,0
1_2,XY,2168,293.6198417,0.642511409,3.077738353,0.007750049,0
1_2,XY,2176,293.729454,0.65194744,2.879169627,0.007507843,1
1_2,XY,2177,291.7909701,0.56351439,3.19194132,0.007158341,0
1_2,XY,2178,291.3801072,0.572295821,3.145842558,0.007265394,0
1_2,XY,2179,294.155781,0.453570707,3.162471287,0.005795317,0
1_2,XY,2180,292.8707177,0.651487311,3.050307494,0.00750239,0
1_2,XY,2181,292.1690752,0.693841541,3.046510115,0.008330173,0
1_2,XY,2182,293.2997658,0.612562844,3.07622567,0.007411836,0
1_2,XY,2183,292.6068097,0.527014118,3.209137971,0.006607797,0
1_2,XY,2188,293.9744554,0.689957768,3.081005344,0.00813069,1
1_2,XY,2189,290.4787135,0.582796303,3.186753201,0.007602123,0
1_2,XY,2190,291.4137356,0.636664198,3.179519473,0.00809032,0
1_2,XY,2191,292.4521862,0.4961277,3.14277524,0.006264664,0
1_2,XY,2192,292.6673617,0.507112911,3.237888465,0.006641172,0
1_2,XY,2193,292.8806014,0.580825868,3.089787525,0.007045521,0
1_2,XY,2194,291.6570118,0.514734635,3.157912504,0.006438589,0
1_2,XY,2195,292.4771546,0.676354096,3.167496491,0.00840078,0
1_2,XY,2200,293.3621967,0.72292325,2.783731613,0.007998717,1
1_2,XY,2201,290.9700676,0.50941566,2.910637617,0.005814371,0
1_2,XY,2202,293.1358336,0.692588957,2.957135801,0.007987246,0
1_2,XY,2203,290.8176203,0.605036745,2.929335415,0.007144766,0
1_2,XY,2204,291.6908479,0.611499271,3.100601712,0.007349061,0
1_2,XY,2205,292.1027824,0.655200886,2.97604886,0.007607057,0
1_2,XY,2206,291.8764992,0.598724221,3.08685723,0.007248191,0
1_2,XY,2207,292.0589024,0.538921664,3.11820978,0.006566629,0
1_2,XY,2212,293.7364733,0.66815603,3.110215626,0.008345258,1
1_2,XY,2213,290.9994017,0.395518233,3.28772406,0.00553814,0
1_2,XY,2214,292.2236173,0.616008203,3.19339086,0.007366407,0
1_2,XY,2215,291.6825633,0.514764463,3.158402132,0.006397927,0
1_2,XY,2216,291.0979312,0.531590044,3.201943538,0.006741025,0
1_2,XY,2217,291.7012247,0.482981044,3.026385972,0.005770678,0
1_2,XY,2218,291.9203317,0.619211987,3.108790133,0.007681867,0
1_2,XY,2219,292.8061496,0.686263896,3.116359656,0.008520219,0
1_2,XY,2227,292.2587925,0.779904454,2.809124724,0.008730992,1
1_2,XY,2228,292.0526992,0.64681759,3.014567187,0.008008203,0
1_2,XY,2229,292.0697915,0.684365339,3.094503869,0.00841594,0
1_2,XY,2230,291.3202504,0.64221814,3.158576726,0.007894996,0
1_2,XY,2231,292.7410787,0.603417976,2.983704188,0.007044366,0
1_2,XY,2232,292.6819035,0.676858159,3.023513139,0.008077468,0
1_2,XY,2233,290.9589075,0.616062332,3.052763413,0.007275119,0
1_2,XY,2234,292.4653102,0.652678396,3.146787197,0.008052801,0
1_2,XY,2239,291.9446093,0.607931089,3.028738293,0.007206823,1
1_2,XY,2240,292.3803773,0.619109095,3.086935482,0.007668743,0
1_2,XY,2241,291.307313,0.646940416,3.086758109,0.00809662,0
1_2,XY,2242,290.9437447,0.502278244,3.075067441,0.006087722,0
1_2,XY,2243,291.475063,0.628108647,3.173814465,0.007771207,0
1_2,XY,2244,290.2119709,0.732641897,3.055944509,0.008958745,0
1_2,XY,2245,292.1057334,0.473516267,3.113414357,0.005696796,0
1_2,XY,2246,291.852168,0.606473158,3.148709842,0.007289628,0
1_2,XY,2251,292.4541587,0.674151955,2.786150808,0.007363517,1
1_2,XY,2252,289.7668025,0.677908966,2.903130341,0.007828436,0
1_2,XY,2253,291.7816252,0.585583631,2.901641716,0.006856622,0
1_2,XY,2254,292.2695869,0.553616082,2.873257034,0.006219909,0
1_2,XY,2255,292.2752428,0.561186117,2.990681463,0.006596047,0
1_2,XY,2256,290.5593036,0.468515346,2.891661946,0.005386055,0
1_2,XY,2257,290.9988301,0.602343264,2.996727297,0.007243404,0
1_2,XY,2258,292.7926805,0.613061314,3.025561577,0.007572345,0
1_2,XY,2263,293.3002897,0.630455998,2.932256659,0.007407918,1
1_2,XY,2264,290.2376611,0.595097436,3.116800776,0.007400121,0
1_2,XY,2265,291.1631533,0.605022575,3.063831673,0.007751292,0
1_2,XY,2266,290.5741056,0.624433578,3.028644112,0.00768483,0
1_2,XY,2267,292.1467251,0.69821901,3.031884373,0.008465159,0
1_2,XY,2268,291.4820539,0.590045484,2.941198015,0.006899311,0
1_2,XY,2269,291.6457497,0.615257166,3.007991649,0.007047829,0
1_2,XY,2270,291.6219624,0.623315681,3.015860987,0.007511002,0
1_2,XY,2278,292.9829816,0.651433372,2.826708674,0.007301626,1
1_2,XY,2279,290.6978349,0.65013013,2.98595609,0.007793592,0
1_2,XY,2280,290.9121249,0.616808966,3.073519461,0.007274092,0
1_2,XY,2281,291.2486303,0.596218799,3.129359437,0.007516856,0
1_2,XY,2282,291.48163,0.589167421,2.992139816,0.00685815,0
1_2,XY,2283,290.8190792,0.635955781,2.961988874,0.007556734,0
1_2,XY,2284,290.5367124,0.593008733,3.004643107,0.006875472,0
1_2,XY,2285,291.7261843,0.601866906,3.119200996,0.007284798,0
1_2,XY,2290,292.3723245,0.535446615,2.914151397,0.006056742,1
1_2,XY,2291,291.6331124,0.676501408,2.976796809,0.007991306,0
1_2,XY,2292,290.5812545,0.607651172,3.078905479,0.00755429,0
1_2,XY,2293,290.5010944,0.518827895,3.016289753,0.006278101,0
1_2,XY,2294,292.7291829,0.661950005,2.989491096,0.007694394,0
1_2,XY,2295,291.5735607,0.631987425,2.901913432,0.007395819,0
1_2,XY,2296,291.8087095,0.606563743,3.024613952,0.007495167,0
1_2,XY,2297,291.9977247,0.574549952,3.061751363,0.006950276,0
1_2,XY,2302,291.6425536,0.636348568,2.747897616,0.00677423,1
1_2,XY,2303,291.1538312,0.692595033,2.908911103,0.007731502,0
1_2,XY,2304,290.7554754,0.587232673,2.895257833,0.006834176,0
1_2,XY,2305,291.3386492,0.668462805,2.815088994,0.007380694,0
1_2,XY,2306,291.180175,0.515713657,2.987642617,0.006192303,0
1_2,XY,2307,290.90162,0.766963375,2.887635824,0.008514212,0
1_2,XY,2308,289.9906381,0.607234468,2.961396488,0.007249938,0
1_2,XY,2309,291.5877786,0.540178688,2.985529204,0.006057143,0
1_2,XY,2314,294.1696208,0.648473455,2.42082789,0.006155,1
1_2,XY,2315,294.3052972,0.69506082,2.444497592,0.006612754,0
1_2,XY,2316,294.920936,0.850842549,2.451344002,0.008078037,0
1_2,XY,2317,294.3839245,0.655408599,2.416614997,0.006324159,0
1_2,XY,2318,295.6273408,0.603100018,2.681415245,0.006133695,0
1_2,XY,2319,294.9884338,0.679542459,2.509363697,0.006633698,0
1_2,XY,2320,292.5607395,0.524127051,3.092817789,0.006528953,0
1_2,XY,2321,291.1892033,0.604176281,3.121149878,0.007071079,0
1_2,XY,2353,294.2776802,0.535040683,3.297930875,0.006890574,1
1_2,XY,2354,291.5533913,0.62104566,3.399291874,0.008221591,0
1_2,XY,2355,290.2932052,0.614404191,3.40928494,0.008453237,0
1_2,XY,2356,292.9298147,0.530928038,3.416086761,0.007123913,0
1_2,XY,2357,292.3856503,0.624472134,3.337423795,0.008292895,0
1_2,XY,2358,289.6885145,0.658744062,3.297840412,0.008778819,0
1_2,XY,2359,293.0337508,0.619921548,3.31057937,0.008105451,0
1_2,XY,2360,293.0599014,0.664886442,3.422284892,0.00898312,0
1_2,XY,2365,293.7470563,0.679113376,3.28161837,0.009096065,1
1_2,XY,2366,291.3981517,0.51732056,3.335509439,0.006884442,0
1_2,XY,2367,291.7335142,0.661048254,3.245058642,0.008624236,0
1_2,XY,2368,292.5153221,0.519558764,3.250934795,0.006704028,0
1_2,XY,2369,292.3695799,0.612487357,3.466251054,0.009351671,0
1_2,XY,2370,292.4980189,0.590797386,3.203663835,0.007266433,0
1_2,XY,2371,291.4699202,0.559828086,3.295773369,0.007404107,0
1_2,XY,2372,292.5397554,0.612234537,3.31690919,0.008131015,0
1_2,XY,2377,293.7923008,0.677798832,3.07870837,0.008022704,1
1_2,XY,2378,290.8249689,1.42054079,3.118506896,0.01892768,0
1_2,XY,2379,291.9372952,0.647934331,3.053673795,0.007880565,0
1_2,XY,2380,291.6026217,0.609041301,3.036777709,0.007388794,0
1_2,XY,2381,292.7441377,0.629206871,3.266288775,0.007986959,0
1_2,XY,2382,292.411433,0.621690176,3.035285862,0.007598079,0
1_2,XY,2383,292.1151124,0.704939331,3.138283961,0.008779148,0
1_2,XY,2384,292.1251831,0.707859725,3.209291987,0.008745542,0
1_2,XY,2389,293.7501518,0.62131131,3.317966119,0.008350671,1
1_2,XY,2390,292.4214432,0.600957939,3.305045365,0.007922646,0
1_2,XY,2391,292.2037326,0.643610757,3.206685213,0.008211168,0
1_2,XY,2392,292.5054358,0.659374028,3.171788048,0.008129825,0
1_2,XY,2393,291.6740922,0.706879593,3.245426791,0.008870164,0
1_2,XY,2394,291.0850957,0.636520144,3.020774903,0.007442259,0
1_2,XY,2395,291.7571058,0.805079376,3.009756523,0.009576559,0
1_2,XY,2396,293.1696956,0.457703962,3.035678564,0.005341511,0
1_2,XY,2404,292.7327203,0.706156596,2.905714294,0.008097052,1
1_2,XY,2405,290.8217295,0.483560986,3.135158731,0.006139015,0
1_2,XY,2406,291.136545,0.591953692,3.136387623,0.007343971,0
1_2,XY,2407,291.9368932,0.516630685,3.179289586,0.006560894,0
1_2,XY,2408,292.9275358,0.639694476,3.016954878,0.007657105,0
1_2,XY,2409,292.1161389,0.593720693,3.072716772,0.007251907,0
1_2,XY,2410,294.2759415,0.697019827,3.05085127,0.008418055,0
1_2,XY,2411,292.5782529,0.575120263,3.226786679,0.007289596,0
1_2,XY,2416,294.7990175,0.623109816,3.04250788,0.007374191,1
1_2,XY,2417,292.5878303,0.553349521,3.198909256,0.007009175,0
1_2,XY,2418,291.7263235,0.637055841,3.184360381,0.008176476,0
1_2,XY,2419,292.5278151,0.645421679,3.163276928,0.008174366,0
1_2,XY,2420,292.8650204,0.612883953,3.218591296,0.007787568,0
1_2,XY,2421,291.910076,0.529695231,3.071596028,0.00659768,0
1_2,XY,2422,291.1618901,0.531814366,3.148280419,0.006748515,0
1_2,XY,2423,292.7408453,0.527138041,3.211552226,0.006382401,0
